id;title;buyer;country;cpv_codes;deadline;status;publication_date;source_url;source
129742-2016;Belgio-Edegem: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Universitair Ziekenhuis Antwerpen;BEL;79000000;2016-05-17;Closed;2016-04-15+02:00;https://ted.europa.eu/it/notice/-/detail/129742-2016;TED
131657-2016;Italia-Trieste: Servizi di consulenza di valutazione;Regione Autonoma Friuli Venezia Giulia;ITA;79419000;2016-05-23;Closed;2016-04-16+02:00;https://ted.europa.eu/it/notice/-/detail/131657-2016;TED
131944-2016;Italia-Parma: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Ad Personam Azienda dei Servizi alla Persona del Comune di Parma;ITA;79000000;2016-05-13;Closed;2016-04-16+02:00;https://ted.europa.eu/it/notice/-/detail/131944-2016;TED
132048-2016;Italia-Roma: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Istituto Nazionale per la valutazione del sistema educativo di istruzione e di formazione (Invalsi);ITA;79000000;2016-05-24;Closed;2016-04-16+02:00;https://ted.europa.eu/it/notice/-/detail/132048-2016;TED
132762-2016;Belgio-Bruxelles: Assistenza tecnica, economica e giuridica nei settori dell'energia, della mobilità e dei trasporti;Commissione europea, Shared Resource Directorate for Directorate-General for Energy and Directorate-General for Mobility and Transport;BEL;79111000;2016-06-02;Closed;2016-04-19+02:00;https://ted.europa.eu/it/notice/-/detail/132762-2016;TED
133960-2016;Italia-Roma: Servizi di lettura contatori;ACEA SpA — Servizio Responsabile: Sicurezza e Tutela;ITA;79110000;;Unknown;2016-04-19+02:00;https://ted.europa.eu/it/notice/-/detail/133960-2016;TED
134219-2016;Italia-Catanzaro: Servizi generali di consulenza gestionale;Autorita' Regionale –Stazione Unica Appaltante della Regione Calabria;ITA;79411000;2016-06-08;Closed;2016-04-19+02:00;https://ted.europa.eu/it/notice/-/detail/134219-2016;TED
136819-2016;Italia-Bari: Servizi generali di consulenza gestionale;Regione Puglia, Dipartimento Risorse Finanziarie e Strumentali, Personale e Organizzazione, Sezione Programmazione Acquisti Servizio E-Procurement;ITA;79411000;2016-05-24;Closed;2016-04-20+02:00;https://ted.europa.eu/it/notice/-/detail/136819-2016;TED
136900-2016;Italia-Patti: Servizi di consulenza commerciale e di gestione e servizi connessi;Comune di Patti;ITA;79400000;2016-06-13;Closed;2016-04-20+02:00;https://ted.europa.eu/it/notice/-/detail/136900-2016;TED
137105-2016;Italia-Venezia: Servizi di consulenza commerciale e di gestione;Regione del Veneto — Giunta Regionale;ITA;79410000;2016-06-09;Closed;2016-04-20+02:00;https://ted.europa.eu/it/notice/-/detail/137105-2016;TED
137273-2016;Italia-Bari: Servizi generali di consulenza gestionale;Regione Puglia Dipartimento risorse finanziarie e strumentali, personale e organizzazione sezione programmazione acquisti servizio E-Procurement;ITA;79411000;2016-06-06;Closed;2016-04-20+02:00;https://ted.europa.eu/it/notice/-/detail/137273-2016;TED
139461-2016;Giordania-Amman: Assistenza tecnica per le riforme relative alla gestione delle finanze pubbliche;Unione europea;JOR;79400000, 79412000;;Unknown;2016-04-22+02:00;https://ted.europa.eu/it/notice/-/detail/139461-2016;TED
139475-2016;Belgio-Bruxelles: Contratto quadro multiplo relativo all'organizzazione e alla gestione di eventi per il Comitato delle regioni;Comitato delle regioni dell'Unione europea;BEL;79410000, 79415200, 79419000;;Unknown;2016-04-21Z;https://ted.europa.eu/it/notice/-/detail/139475-2016;TED
139476-2016;Belgio-Bruxelles: Funzionamento dell'ufficio del Patto dei sindaci — servizi di sostegno a favore del Patto dei sindaci per il clima e l'energia;Commissione europea, Directorate-General for Energy;BEL;79400000;2016-07-11;Closed;2016-04-22+02:00;https://ted.europa.eu/it/notice/-/detail/139476-2016;TED
140909-2016;Egitto-Il Cairo: Sostegno all'attuazione di strategie per promuovere lo sviluppo delle MPMI in Egitto;Unione europea;EGY;79400000;;Unknown;2016-04-23+02:00;https://ted.europa.eu/it/notice/-/detail/140909-2016;TED
142514-2016;Italia-Roma: Servizi di supervisione di progetti, esclusi i progetti di costruzione;Ministero delle Infrastrutture e dei Trasporti — Direzione Generale per lo sviluppo del territorio, la programmazione ed i progetti internazionali;ITA;79421100;2016-06-15;Closed;2016-04-23+02:00;https://ted.europa.eu/it/notice/-/detail/142514-2016;TED
142742-2016;Belgio-Bruges: Servizi sanitari e di sicurezza;Stad Brugge;BEL;79417000;;Unknown;2016-04-23+02:00;https://ted.europa.eu/it/notice/-/detail/142742-2016;TED
143182-2016;Belgio-Bruxelles: Contratto quadro COM 2015 — lotto 1: valutazione;Unione europea;BEL;79419000;;Unknown;2016-04-26+02:00;https://ted.europa.eu/it/notice/-/detail/143182-2016;TED
143183-2016;Belgio-Bruxelles: Contratto quadro COM 2015 — lotto 2: comunicazione;Unione europea;BEL;79419000;;Unknown;2016-04-26+02:00;https://ted.europa.eu/it/notice/-/detail/143183-2016;TED
143184-2016;Belgio-Bruxelles: Contratto quadro COM 2015 — lotto 3: organizzazione di eventi;Unione europea;BEL;79419000;;Unknown;2016-04-26+02:00;https://ted.europa.eu/it/notice/-/detail/143184-2016;TED
143195-2016;Belgio-Bruxelles: Contratti quadro per servizi e forniture a sostegno di attività di comunicazione nel settore dell'istruzione, della cultura, della gioventù e dello sport;Commissione europea, Directorate-General for Education and Culture, Unit for Dissemination and Exploitation of Programmes;BEL;79416200;2016-06-20;Closed;2016-04-26+02:00;https://ted.europa.eu/it/notice/-/detail/143195-2016;TED
144168-2016;Italia-Roma: Servizi di supervisione di progetti, esclusi i progetti di costruzione;Ministero delle Infrastrutture e dei Trasporti — Direzione Generale per lo sviluppo del territorio, la programmazione ed i progetti internazionali;ITA;79421100;2016-06-15;Closed;2016-04-26+02:00;https://ted.europa.eu/it/notice/-/detail/144168-2016;TED
144200-2016;Belgio-Bruxelles: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Coopération technique belge;BEL;79000000;2016-05-17;Closed;2016-04-26+02:00;https://ted.europa.eu/it/notice/-/detail/144200-2016;TED
144823-2016;Belgio-Bruxelles: Messa a disposizione di competenze in materia di aeroporti per l'esecuzione di SESAR 2020;impresa comune SESAR;BEL;79400000, 79410000, 79411000;;Unknown;2016-04-26Z;https://ted.europa.eu/it/notice/-/detail/144823-2016;TED
144827-2016;Belgio-Bruxelles: Stima degli aiuti di Stato relativi alle attività deteriorate: meccanismi di valutazione e risoluzione;Commissione europea, Directorate-General for Competition, Directorate D, Unit D5;BEL;79410000;2016-06-16;Closed;2016-04-26Z;https://ted.europa.eu/it/notice/-/detail/144827-2016;TED
147354-2016;Lussemburgo-Lussemburgo: Servizi di scritture contabili;Groupement européen de coopération territoriale — autorité de gestion du programme Interreg V A Grande Région;LUX;79414000;2016-06-10;Closed;2016-04-28+02:00;https://ted.europa.eu/it/notice/-/detail/147354-2016;TED
147733-2016;Belgio-Bruxelles: Impatti dell'autorizzazione REACH;Commissione europea, Directorate-General for Internal Market, Industry, Entrepreneurship and SMEs, Directorate D;BEL;79400000;2016-06-06;Closed;2016-04-29+02:00;https://ted.europa.eu/it/notice/-/detail/147733-2016;TED
148786-2016;Belgio-Tervuren: Servizi di pubbliche relazioni;Musée Royal de l'Afrique Centrale;BEL;79413000, 79416000;2016-06-06;Closed;2016-04-29+02:00;https://ted.europa.eu/it/notice/-/detail/148786-2016;TED
150801-2016;Italia-Roma: Servizi connessi alla gestione;Regione Lazio Direzione Regionale Formazione, Ricerca e Innovazione Scuola e Università, Diritto allo Studio;ITA;79420000;2016-05-30;Closed;2016-04-30+02:00;https://ted.europa.eu/it/notice/-/detail/150801-2016;TED
150973-2016;Belgio-Namur: Servizi di certificazione;APP CHR Sambre & Meuse — CHR de Namur et CHR d'Auvelais;BEL;79132000;2016-06-15;Closed;2016-04-30+02:00;https://ted.europa.eu/it/notice/-/detail/150973-2016;TED
151166-2016;Italia-Bari: Servizi di gestione di pubbliche relazioni;Comune di Bari — Ripartizione Stazione unica appaltante, contratti e gestione LL.PP.;ITA;79416100;;Unknown;2016-04-30+02:00;https://ted.europa.eu/it/notice/-/detail/151166-2016;TED
151537-2016;Belgio-Bruxelles: ENI — Sindaci per la crescita economica;Unione europea;BEL;79400000;;Unknown;2016-05-03+02:00;https://ted.europa.eu/it/notice/-/detail/151537-2016;TED
152496-2016;Belgio-Bruxelles: Servizi di certificazione della firma elettronica;SPF ICT;BEL;79132100;2016-05-10;Closed;2016-05-03+02:00;https://ted.europa.eu/it/notice/-/detail/152496-2016;TED
153976-2016;Italia-Venezia: Servizi di consulenza commerciale e di gestione;Regione del Veneto — Giunta Regionale;ITA;79410000;;Unknown;2016-05-04+02:00;https://ted.europa.eu/it/notice/-/detail/153976-2016;TED
154086-2016;Belgio-Hasselt: Servizi di contabilità, revisione dei conti e servizi fiscali;Universiteit Hasselt;BEL;79400000;2016-05-31;Closed;2016-05-04+02:00;https://ted.europa.eu/it/notice/-/detail/154086-2016;TED
154089-2016;Belgio-Hasselt: Servizi di consulenza in materia di sicurezza;Universiteit Hasselt;BEL;79417000;2016-05-31;Closed;2016-05-04+02:00;https://ted.europa.eu/it/notice/-/detail/154089-2016;TED
154094-2016;Belgio-Hasselt: Servizi di contabilità, revisione dei conti e servizi fiscali;Universiteit Hasselt;BEL;79400000;2016-05-31;Closed;2016-05-04+02:00;https://ted.europa.eu/it/notice/-/detail/154094-2016;TED
154096-2016;Belgio-Eupen: Servizi di consulenza di valutazione;Ministerium der Deutschsprachigen Gemeinschaft Belgiens;BEL;79419000;2016-06-21;Closed;2016-05-04+02:00;https://ted.europa.eu/it/notice/-/detail/154096-2016;TED
154097-2016;Belgio-Heverlee: Servizi di consulenza commerciale e di gestione e servizi connessi;Jobpunt Vlaanderen;BEL;79400000;2016-05-30;Closed;2016-05-04+02:00;https://ted.europa.eu/it/notice/-/detail/154097-2016;TED
154099-2016;Belgio-Lovanio: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;KU Leuven;BEL;79000000;2016-06-02;Closed;2016-05-04+02:00;https://ted.europa.eu/it/notice/-/detail/154099-2016;TED
154592-2016;Belgio-Bruxelles: Contratto quadro per la prestazione di servizi di valutazione d'impatto e di valutazione a favore della DG Reti di comunicazione, contenuti e tecnologie — SMART 2013/0065, lotto 3;Commissione europea, Directorate-General for Communications Networks, Content and Technology, Directorate F: Digital Economy and Coordination, Unit F04: European Semester and Knowledge Base;BEL;79419000;;Unknown;2016-05-06+02:00;https://ted.europa.eu/it/notice/-/detail/154592-2016;TED
155807-2016;Belgio-Bruxelles: Restrizioni operative nel settore del commercio al dettaglio;Commissione europea, Directorate-General for Internal Market, Industry, Entrepreneurship and SMEs, Directorate E;BEL;79411000;2016-06-10;Closed;2016-05-07+02:00;https://ted.europa.eu/it/notice/-/detail/155807-2016;TED
155814-2016;Belgio-Bruxelles: Gestione del portafoglio di proprietà intellettuale;Commissione europea, Joint Research Centre (JRC), Resources;BEL;79110000, 79111000, 79120000;2016-06-17;Closed;2016-05-07+02:00;https://ted.europa.eu/it/notice/-/detail/155814-2016;TED
155816-2016;Belgio-Bruxelles: Studio relativo agli aspetti giuridici dei certificati protettivi complementari nell'UE;Commissione europea, Directorate-General for Internal Market, Industry, Entrepreneurship and SMEs, Directorate F: Innovation and Advanced Manufacturing;BEL;79100000;;Unknown;2016-05-07+02:00;https://ted.europa.eu/it/notice/-/detail/155816-2016;TED
158096-2016;Italia-Roma: Servizi di supervisione di progetti, esclusi i progetti di costruzione;Ministero delle Infrastrutture e dei Trasporti — Direzione Generale per lo sviluppo del territorio, la programmazione ed i progetti internazionali;ITA;79421100;2016-06-28;Closed;2016-05-07+02:00;https://ted.europa.eu/it/notice/-/detail/158096-2016;TED
158291-2016;Belgio-Bruxelles: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding — Extern Verzelfstandigd Agentschap;BEL;79000000;2016-06-27;Closed;2016-05-07+02:00;https://ted.europa.eu/it/notice/-/detail/158291-2016;TED
158449-2016;Belgio-Hasselt: Servizi di consulenza commerciale e di gestione;Locate in Limburg VZW;BEL;79410000;2016-06-24;Closed;2016-05-07+02:00;https://ted.europa.eu/it/notice/-/detail/158449-2016;TED
158817-2016;Belgio-Bruxelles: Pacchetti software e sistemi di informazione;M-team ASBL;BEL;79400000;;Unknown;2016-05-07+02:00;https://ted.europa.eu/it/notice/-/detail/158817-2016;TED
159275-2016;Belgio-Bruxelles: Alphalex Consult;Alphalex Consult;BEL;79100000;;Unknown;2016-05-07+02:00;https://ted.europa.eu/it/notice/-/detail/159275-2016;TED
159277-2016;Belgio-Evere: Iuris-Link Europe;Iuris-Link Europe;BEL;79100000;;Unknown;2016-05-07+02:00;https://ted.europa.eu/it/notice/-/detail/159277-2016;TED
159489-2016;Belgio-Bruxelles: Acquisizione di dati su «Tariffe» e «Procedure e formalità» destinati alla banca dati sull'accesso ai mercati (MADB) della Commissione dall'1.1.2017 al 31.12.2018 per 13 territori doganali, 26 lotti;Commissione europea, Directorate-General for Trade, Directorate G — Trade Strategy and Analysis, Market Access;BEL;79410000;2016-07-27;Closed;2016-05-11+02:00;https://ted.europa.eu/it/notice/-/detail/159489-2016;TED
159491-2016;Belgio-Bruxelles: Servizi di consulenza per il sostegno a favore dell'apprendimento e lo sviluppo del personale impiegato dalle istituzioni, dagli organi e dalle agenzie dell'Unione europea;Commissione europea, direction générale des ressources humaines et de la sécurité, unité R3 — Finances, marchés publics et contrôle interne;BEL;79400000, 79411000, 79412000;;Unknown;2016-05-11+02:00;https://ted.europa.eu/it/notice/-/detail/159491-2016;TED
159493-2016;Belgio-Bruxelles: Compilazione e aggiornamento dei contenuti relativi al diritto dei consumatori e del commercio per un archivio digitale;Commissione europea, Directorate-General for Justice and Consumers, Unit JUST/A4 Programme Management;BEL;79131000, 79411000;2016-06-14;Closed;2016-05-11+02:00;https://ted.europa.eu/it/notice/-/detail/159493-2016;TED
161458-2016;Belgio-Namur: Servizi di certificazione;APP CHR Sambre & Meuse — CHR de Namur et CHR d'Auvelais;BEL;79132000;2016-06-15;Closed;2016-05-11+02:00;https://ted.europa.eu/it/notice/-/detail/161458-2016;TED
161605-2016;Belgio-Bruxelles: Servizi di gestione di progetti, esclusi i progetti di costruzione;Radio-télévision belge de la communauté française;BEL;79421000;2016-06-17;Closed;2016-05-11+02:00;https://ted.europa.eu/it/notice/-/detail/161605-2016;TED
161907-2016;Italia-Roma: Servizi giuridici;Ministero del Lavoro e delle Politiche Sociali — Direzione Generale per le Politiche Attive, i Servizi per il Lavoro e la Formazione;ITA;79100000;;Unknown;2016-05-11+02:00;https://ted.europa.eu/it/notice/-/detail/161907-2016;TED
162056-2016;Italia-Roma: Servizi di consulenza di gestione finanziaria;Cassa Depositi e Prestiti SpA;ITA;79412000;;Unknown;2016-05-11+02:00;https://ted.europa.eu/it/notice/-/detail/162056-2016;TED
162469-2016;Belgio-Bruxelles: Prestazione di servizi di valutazione e connessi alla valutazione nel settore dell'assistenza macrofinanziaria e operazioni di sostegno alla bilancia dei pagamenti;Commissione europea, Directorate-General for Economic and Financial Affairs, Unit D2: Neighbourhood Countries — Macrofinancial Assistance;BEL;79419000;;Unknown;2016-05-12+02:00;https://ted.europa.eu/it/notice/-/detail/162469-2016;TED
163656-2016;Belgio-Bruxelles: Servizi giuridici;SPRB Bruxelles-fiscalité;BEL;79100000;2016-07-04;Closed;2016-05-12+02:00;https://ted.europa.eu/it/notice/-/detail/163656-2016;TED
163844-2016;Belgio-Bruxelles: Servizi di assistenza professionale;Service d'encadrement P&O;BEL;79410000;;Unknown;2016-05-12+02:00;https://ted.europa.eu/it/notice/-/detail/163844-2016;TED
164088-2016;Belgio-Bruxelles: Progetto pilota relativo alla «riduzione delle disuguaglianze subite da persone lesbiche, omosessuali, bisessuali, transgender e intersessuali (LGBTI)»;Commissione europea;BEL;79419000;;Unknown;2016-05-13+02:00;https://ted.europa.eu/it/notice/-/detail/164088-2016;TED
165167-2016;Belgio-Bruxelles: Servizi di organizzazione di eventi;Centre d'Informatique pour la Région Bruxelloise;BEL;79416000;2016-07-04;Closed;2016-05-13+02:00;https://ted.europa.eu/it/notice/-/detail/165167-2016;TED
